kommunenummer,kommunenavn,adressetype,adressetilleggsnavn,adressetilleggsnavnKilde,adressekode,adressenavn,nummer,bokstav,gardsnummer,bruksnummer,festenummer,seksjonsnummer,undernummer,bruksenhetId,bruksenhetsnummerTekst,offisiellAdresseTekst,offisiellAdresseTekstUtenAdressetilleggsnavn,EPSG-kode,Nord,Øst,postnummer,poststed,grunnkretsnummer,grunnkretsnavn,soknenummer,soknenavn,organisasjonsnummer,tettstednummer,tettstednavn,valgkretsnummer,valgkretsnavn,oppdateringsdato,datauttaksdato,adresseId,uuidAdresse,uuidBruksenhet,atkomstId,uuidAtkomst,atkomstNord,atkomstØst,sommeratkomstId,uuidSommeratkomst,sommeratkomstNord,sommeratkomstØst,vinteratkomstId,uuidVinteratkomst,vinteratkomstNord,vinteratkomstØst,longitude,latitude
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,151,,18,760,,37.0,,6443529535.0,,Elveslettvegen 151,Elveslettvegen 151,25833,7727518.3,653065.1,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6443524699,53624b8b-1a38-5364-87c8-38639dca8bd9,491c9656-b052-5842-be9c-6f9d4520537e,,,,,,,,,,,,,18.939173297569695,69.61180665294788
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,153,,18,760,,38.0,,6443529536.0,,Elveslettvegen 153,Elveslettvegen 153,25833,7727509.9,653064.5,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6443524700,8ff73741-f635-5648-86f3-a5a95a47d9fb,e78d151c-6bd9-55fe-98dd-dab468498d90,,,,,,,,,,,,,18.939143990075802,69.61173184948798
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,155,,18,760,,39.0,,6443529537.0,,Elveslettvegen 155,Elveslettvegen 155,25833,7727506.7,653064.4,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6443524701,ffff8264-0da7-5ce9-a815-f3baf635e103,f1a120ff-478b-5306-b9ca-fce7a6878824,,,,,,,,,,,,,18.939136124390643,69.6117032786864
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,157,,18,760,,40.0,,6443529538.0,,Elveslettvegen 157,Elveslettvegen 157,25833,7727500.6,653063.8,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6443526142,aa34ca09-1b82-5ff2-9e04-d02ffcb9f76e,3e1ed438-cab1-5d7d-a6d1-2fb326699c22,,,,,,,,,,,,,18.939110626349322,69.61164905198778
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,135,,18,760,,20.0,,6425590569.0,,Elveslettvegen 135,Elveslettvegen 135,25833,7727572.4,653071.3,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6425584226,d62eb90a-b104-5224-94f2-eaee584d1433,589ef107-1e72-5c16-9e80-c44b35b6e2a4,,,,,,,,,,,,,18.93942199067119,69.61228707384952
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,137,,18,760,,31.0,,6443528759.0,,Elveslettvegen 137,Elveslettvegen 137,25833,7727556.6,653066.8,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6443524692,33e4ea9c-ff4f-52a9-a4f1-b80757afd191,1a78dabd-61e6-50bb-8f8c-1f2be196a778,,,,,,,,,,,,,18.939280352501594,69.61214831912903
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,147,,18,760,,24.0,,6443527220.0,U0102,Elveslettvegen 147-U0102,Elveslettvegen 147-U0102,25833,7727529.9,653066.0,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6443524697,2b336e64-2034-5ba9-ba68-33460b058c02,ec640e34-8da5-5beb-b401-29fa886eeb67,,,,,,,,,,,,,18.939215602978052,69.61190991170653
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,147,,18,760,,23.0,,6443527221.0,U0103,Elveslettvegen 147-U0103,Elveslettvegen 147-U0103,25833,7727529.9,653066.0,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6443524697,2b336e64-2034-5ba9-ba68-33460b058c02,6d5aca3b-8361-5df0-8d35-61ea5183e9a9,,,,,,,,,,,,,18.939215602978052,69.61190991170653
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,147,,18,760,,25.0,,6443527219.0,U0101,Elveslettvegen 147-U0101,Elveslettvegen 147-U0101,25833,7727529.9,653066.0,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6443524697,2b336e64-2034-5ba9-ba68-33460b058c02,74cfdd95-fc0e-5173-bf19-bdb24860f0a0,,,,,,,,,,,,,18.939215602978052,69.61190991170653
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,147,,18,760,,26.0,,6443528758.0,U0110,Elveslettvegen 147-U0110,Elveslettvegen 147-U0110,25833,7727529.9,653066.0,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6443524697,2b336e64-2034-5ba9-ba68-33460b058c02,54fcd997-9ddb-535a-b10d-66b24d719c57,,,,,,,,,,,,,18.939215602978052,69.61190991170653
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,147,,18,760,,28.0,,6443528756.0,U0108,Elveslettvegen 147-U0108,Elveslettvegen 147-U0108,25833,7727529.9,653066.0,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6443524697,2b336e64-2034-5ba9-ba68-33460b058c02,6b9515f7-6753-5081-bb6f-8861d1693992,,,,,,,,,,,,,18.939215602978052,69.61190991170653
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,147,,18,760,,27.0,,6443528757.0,U0109,Elveslettvegen 147-U0109,Elveslettvegen 147-U0109,25833,7727529.9,653066.0,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6443524697,2b336e64-2034-5ba9-ba68-33460b058c02,6f4621fc-d52b-5588-813d-c46ffe519e5b,,,,,,,,,,,,,18.939215602978052,69.61190991170653
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,147,,18,760,,30.0,,6443528754.0,U0106,Elveslettvegen 147-U0106,Elveslettvegen 147-U0106,25833,7727529.9,653066.0,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6443524697,2b336e64-2034-5ba9-ba68-33460b058c02,fa5aa753-2dbf-55d8-806f-02b7a2cd2fe1,,,,,,,,,,,,,18.939215602978052,69.61190991170653
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,147,,18,760,,29.0,,6443528755.0,U0107,Elveslettvegen 147-U0107,Elveslettvegen 147-U0107,25833,7727529.9,653066.0,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6443524697,2b336e64-2034-5ba9-ba68-33460b058c02,3280f440-1509-5048-aa28-e7e69751baf3,,,,,,,,,,,,,18.939215602978052,69.61190991170653
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,147,,18,760,,22.0,,6443528752.0,U0104,Elveslettvegen 147-U0104,Elveslettvegen 147-U0104,25833,7727529.9,653066.0,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6443524697,2b336e64-2034-5ba9-ba68-33460b058c02,fe82f523-9cd0-51cf-862e-294267ca4365,,,,,,,,,,,,,18.939215602978052,69.61190991170653
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,147,,18,760,,21.0,,6443528753.0,U0105,Elveslettvegen 147-U0105,Elveslettvegen 147-U0105,25833,7727529.9,653066.0,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6443524697,2b336e64-2034-5ba9-ba68-33460b058c02,0500ef99-c1d1-5074-827a-1603434185df,,,,,,,,,,,,,18.939215602978052,69.61190991170653
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,143,,18,760,,34.0,,6443529532.0,,Elveslettvegen 143,Elveslettvegen 143,25833,7727539.0,653065.9,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6443524695,54bc59d5-8eb6-506e-8a73-193893a09559,c8759b0a-2d91-5794-b261-bf7765155246,,,,,,,,,,,,,18.939228108795128,69.61199138187308
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,145,,18,760,,35.0,,6443529533.0,,Elveslettvegen 145,Elveslettvegen 145,25833,7727536.0,653065.9,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6443524696,d098e031-88a4-57af-9adc-762130748982,f6ec690f-acfa-53cf-ad52-8c382ead85f1,,,,,,,,,,,,,18.939223140074375,69.61196454261396
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,141,,18,760,,33.0,,6443528761.0,,Elveslettvegen 141,Elveslettvegen 141,25833,7727547.4,653066.3,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6443524694,4f99977d-21e4-56f0-aaa8-8b8a7a455269,464ce584-f4fb-548c-9f0a-1813ff9e971e,,,,,,,,,,,,,18.939252285071138,69.6120663008094
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,139,,18,760,,32.0,,6443528760.0,,Elveslettvegen 139,Elveslettvegen 139,25833,7727550.8,653066.6,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6443524693,3e2bbb0c-78aa-5d1f-aed0-fa0619249da5,09a42185-1525-5ca7-b67e-ae48758cd2ac,,,,,,,,,,,,,18.93926561421202,69.61209654539331
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,133,,18,760,,19.0,,6425590568.0,,Elveslettvegen 133,Elveslettvegen 133,25833,7727579.0,653071.3,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6425584227,4387f3f6-240c-5cd8-99a0-ba580e5dec02,38ef94cb-11ad-59d0-8c4c-90710ab28e59,,,,,,,,,,,,,18.93943292261375,69.612346120203
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,125,,18,760,,5.0,,6425590540.0,U0101,Elveslettvegen 125-U0101,Elveslettvegen 125-U0101,25833,7727600.7,653066.8,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6425584229,3c2f2342-2d2a-5c87-b235-dbdd11241e9a,2bed1879-5030-5cc1-bde2-2f0f93733fd2,,,,,,,,,,,,,18.93935339582006,69.61254285617835
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,125,,18,760,,4.0,,6425590541.0,U0102,Elveslettvegen 125-U0102,Elveslettvegen 125-U0102,25833,7727600.7,653066.8,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6425584229,3c2f2342-2d2a-5c87-b235-dbdd11241e9a,5ca0b476-ff99-5234-bd31-7a5cda221ed8,,,,,,,,,,,,,18.93935339582006,69.61254285617835
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,125,,18,760,,3.0,,6425590542.0,U0103,Elveslettvegen 125-U0103,Elveslettvegen 125-U0103,25833,7727600.7,653066.8,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6425584229,3c2f2342-2d2a-5c87-b235-dbdd11241e9a,d42102be-4f84-535a-905a-4d151febdd15,,,,,,,,,,,,,18.93935339582006,69.61254285617835
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,125,,18,760,,2.0,,6425590543.0,U0104,Elveslettvegen 125-U0104,Elveslettvegen 125-U0104,25833,7727600.7,653066.8,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6425584229,3c2f2342-2d2a-5c87-b235-dbdd11241e9a,e4490f22-00e9-5c68-b2fa-166d01e3e106,,,,,,,,,,,,,18.93935339582006,69.61254285617835
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,125,,18,760,,1.0,,6425590544.0,U0105,Elveslettvegen 125-U0105,Elveslettvegen 125-U0105,25833,7727600.7,653066.8,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6425584229,3c2f2342-2d2a-5c87-b235-dbdd11241e9a,cec330c1-5973-5ff9-9279-6a50f47aa4a1,,,,,,,,,,,,,18.93935339582006,69.61254285617835
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,125,,18,760,,10.0,,6425590545.0,U0106,Elveslettvegen 125-U0106,Elveslettvegen 125-U0106,25833,7727600.7,653066.8,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6425584229,3c2f2342-2d2a-5c87-b235-dbdd11241e9a,ea2d639b-754e-5a13-859d-863907e6c40f,,,,,,,,,,,,,18.93935339582006,69.61254285617835
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,125,,18,760,,9.0,,6425590546.0,U0107,Elveslettvegen 125-U0107,Elveslettvegen 125-U0107,25833,7727600.7,653066.8,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6425584229,3c2f2342-2d2a-5c87-b235-dbdd11241e9a,0c0f04a3-c7f3-5211-8b3a-17cec660c133,,,,,,,,,,,,,18.93935339582006,69.61254285617835
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,125,,18,760,,8.0,,6425590547.0,U0108,Elveslettvegen 125-U0108,Elveslettvegen 125-U0108,25833,7727600.7,653066.8,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6425584229,3c2f2342-2d2a-5c87-b235-dbdd11241e9a,ded29266-fbe2-5199-b583-efe57a1dd516,,,,,,,,,,,,,18.93935339582006,69.61254285617835
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,125,,18,760,,7.0,,6425590548.0,U0109,Elveslettvegen 125-U0109,Elveslettvegen 125-U0109,25833,7727600.7,653066.8,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6425584229,3c2f2342-2d2a-5c87-b235-dbdd11241e9a,7d468d09-343a-5ec4-bd43-6ac1ed8f146f,,,,,,,,,,,,,18.93935339582006,69.61254285617835
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,125,,18,760,,6.0,,6425590549.0,U0110,Elveslettvegen 125-U0110,Elveslettvegen 125-U0110,25833,7727600.7,653066.8,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,30.01.2025 18:36:43.893729,03.07.2025 05:05:18,6425584229,3c2f2342-2d2a-5c87-b235-dbdd11241e9a,274e7a78-2999-5c0c-9ea2-292d1513521f,,,,,,,,,,,,,18.93935339582006,69.61254285617835
5501,TROMSØ,vegadresse,,,62920,Solstrandvegen,321,,18,742,,,,61054765.0,,Solstrandvegen 321,Solstrandvegen 321,25833,7727761.0,653058.0,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,01.01.2024 00:00:00,03.07.2025 05:05:18,60748363,66064d60-01be-585a-8c1b-a220b0ab4900,0d2039a0-2a76-537b-a4c0-440112beb857,,,,,,,,,,,,,18.939393103334936,69.61398204872813
5501,TROMSØ,vegadresse,,,62920,Solstrandvegen,281,,18,513,,19.0,,60925603.0,,Solstrandvegen 281,Solstrandvegen 281,25833,7728159.0,653082.0,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,01.01.2024 00:00:00,03.07.2025 05:05:18,60770374,bd8c6e2b-4776-56f8-91fa-ada257300781,b9cd72ed-9ea8-51f7-bfdb-ccc4395c81fd,,,,,,,,,,,,,18.94066848776236,69.61752885642204
5501,TROMSØ,vegadresse,,,62920,Solstrandvegen,279,,18,513,,18.0,,60925604.0,,Solstrandvegen 279,Solstrandvegen 279,25833,7728165.0,653082.0,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,01.01.2024 00:00:00,03.07.2025 05:05:18,60770373,9c0fd11c-e2fb-54ef-b7ac-ad9287c39c81,0f282d55-5118-58c3-9f7d-2c4747299625,,,,,,,,,,,,,18.940678431812767,69.61758253481241
5501,TROMSØ,vegadresse,,,62920,Solstrandvegen,277,,18,513,,17.0,,60925605.0,,Solstrandvegen 277,Solstrandvegen 277,25833,7728172.0,653082.0,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,01.01.2024 00:00:00,03.07.2025 05:05:18,60770372,f743a131-bf95-5468-b688-6cfce94c45c4,c794c6a2-e08a-5356-a578-bc07c7a98008,,,,,,,,,,,,,18.940690033272613,69.61764515959993
5501,TROMSØ,vegadresse,,,62920,Solstrandvegen,275,,18,513,,16.0,,60925606.0,,Solstrandvegen 275,Solstrandvegen 275,25833,7728178.0,653082.0,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,01.01.2024 00:00:00,03.07.2025 05:05:18,60770371,b301dc66-b1a6-51ff-85c2-3e5d7e0f1214,1f1981d6-cc65-57df-8dfa-f5cf0c83895c,,,,,,,,,,,,,18.94069997743909,69.61769883798823
5501,TROMSØ,vegadresse,,,62920,Solstrandvegen,273,Q,18,513,,1.0,,60925621.0,,Solstrandvegen 273Q,Solstrandvegen 273Q,25833,7728196.0,653081.0,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,01.01.2024 00:00:00,03.07.2025 05:05:18,60770392,d7513162-35cb-5c85-8169-861735b91f9c,62f20984-c0cc-5ca4-963a-f7db0ea2b014,,,,,,,,,,,,,18.940704143860746,69.61786045085357
5501,TROMSØ,vegadresse,,,62920,Solstrandvegen,273,P,18,513,,2.0,,60925620.0,,Solstrandvegen 273P,Solstrandvegen 273P,25833,7728193.0,653086.0,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,01.01.2024 00:00:00,03.07.2025 05:05:18,60770391,2862fcfc-6bc6-52d2-98e0-193cc475c4f8,dbeb2fc6-6706-5145-b58a-2d866cd2f6a6,,,,,,,,,,,,,18.940827503542774,69.61783072309484
5501,TROMSØ,vegadresse,,,62920,Solstrandvegen,273,M,18,513,,4.0,,60925618.0,,Solstrandvegen 273M,Solstrandvegen 273M,25833,7728192.0,653096.0,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,01.01.2024 00:00:00,03.07.2025 05:05:18,60770389,d50d57e0-a668-5822-b855-258c37723fd8,53e8e1d3-e49e-5886-9192-6bd0a2c0b8dc,,,,,,,,,,,,,18.941082509534144,69.61781599928882
5501,TROMSØ,vegadresse,,,62920,Solstrandvegen,273,N,18,513,,3.0,,60925619.0,,Solstrandvegen 273N,Solstrandvegen 273N,25833,7728197.0,653091.0,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,01.01.2024 00:00:00,03.07.2025 05:05:18,60770390,05ede548-3b90-5f6d-8315-abb0282b05cb,b3263c59-50ae-5cd5-93ac-433cbf5b45f0,,,,,,,,,,,,,18.940962465275227,69.61786362001573
5501,TROMSØ,vegadresse,,,62920,Solstrandvegen,265,D,18,703,,,,506274841.0,,Solstrandvegen 265D,Solstrandvegen 265D,25833,7728272.2,653101.8,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,01.01.2024 00:00:00,03.07.2025 05:05:18,506243348,16c21471-2403-5d4a-bfce-e964e80144cb,14a12965-4149-5d98-8a0a-7f18e492eefb,,,,,,,,,,,,,18.941364318457513,69.61853014878108
5501,TROMSØ,vegadresse,,,62920,Solstrandvegen,267,C,18,709,,,,506261929.0,,Solstrandvegen 267C,Solstrandvegen 267C,25833,7728237.5,653103.8,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,01.01.2024 00:00:00,03.07.2025 05:05:18,506243703,26ae824d-1c29-5f42-88cc-b5e4537c6447,f66ab76d-1792-5202-93cc-83a318314b2a,,,,,,,,,,,,,18.94135813015988,69.61821855343756
5501,TROMSØ,vegadresse,,,62920,Solstrandvegen,267,D,18,708,,,,506261934.0,,Solstrandvegen 267D,Solstrandvegen 267D,25833,7728246.8,653104.5,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,01.01.2024 00:00:00,03.07.2025 05:05:18,506243704,0278c846-76a1-514a-98d5-b76e646c8f04,75800b94-3505-5760-b7cf-ab5613441b73,,,,,,,,,,,,,18.941391513559303,69.61830135040282
5501,TROMSØ,vegadresse,,,62920,Solstrandvegen,267,B,18,710,,,,506260884.0,,Solstrandvegen 267B,Solstrandvegen 267B,25833,7728227.4,653105.0,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,01.01.2024 00:00:00,03.07.2025 05:05:18,506243702,01233e41-cee1-5d56-857b-4e0ee5e5addf,595b9e5a-0339-5c65-835f-ad481b7ca59e,,,,,,,,,,,,,18.941372187629973,69.61812750153246
5501,TROMSØ,vegadresse,,,62920,Solstrandvegen,273,K,18,513,,6.0,,60925616.0,,Solstrandvegen 273K,Solstrandvegen 273K,25833,7728193.0,653106.0,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,01.01.2024 00:00:00,03.07.2025 05:05:18,60770387,d7627303-8979-59ab-92f2-a9f62bf0aac9,0440ade0-267e-5d3a-8aa5-52cb1227eb16,,,,,,,,,,,,,18.941340830451274,69.61781916789475
5501,TROMSØ,vegadresse,,,62920,Solstrandvegen,267,A,18,711,,,,506260879.0,,Solstrandvegen 267A,Solstrandvegen 267A,25833,7728217.2,653102.9,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,01.01.2024 00:00:00,03.07.2025 05:05:18,506243701,ac6f1aea-e4fa-5042-bd57-6575af9d4fab,dbe379e6-5ad1-5a9f-97bd-d20b99b517be,,,,,,,,,,,,,18.941301379466832,69.61803746172276
5501,TROMSØ,vegadresse,,,62920,Solstrandvegen,273,L,18,513,,5.0,,60925617.0,,Solstrandvegen 273L,Solstrandvegen 273L,25833,7728197.0,653101.0,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,01.01.2024 00:00:00,03.07.2025 05:05:18,60770388,65ee12d2-1799-5070-a272-44e1d7364405,0b5bc9a9-ee5b-5809-9faa-43154f11eb15,,,,,,,,,,,,,18.94121912915854,69.61785784240466
5501,TROMSØ,vegadresse,,,62920,Solstrandvegen,283,,18,564,,,,6450974241.0,,Solstrandvegen 283,Solstrandvegen 283,25833,7728143.0,653109.0,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,01.01.2024 00:00:00,03.07.2025 05:05:18,60770375,6f7a9353-5d27-5f0d-92c1-40ba83651029,b89d8cde-e6ee-541c-8caf-d3a4ee13496b,,,,,,,,,,,,,18.941334947422536,69.61737011494546
5501,TROMSØ,vegadresse,,,62920,Solstrandvegen,291,,18,4,,,,61077306.0,,Solstrandvegen 291,Solstrandvegen 291,25833,7728040.0,653111.0,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,01.01.2024 00:00:00,03.07.2025 05:05:18,60748353,fa1bb4f3-ddcb-5ad1-81c8-963b319bbed9,cd940f35-c570-5023-a243-46cfa90d64b1,,,,,,,,,,,,,18.941215551567776,69.61644748093964
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,54,,18,763,,2.0,,6405933312.0,,Elveslettvegen 54,Elveslettvegen 54,25833,7727794.3,653126.1,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,01.01.2024 00:00:00,03.07.2025 05:05:18,6405924645,07b1295c-a9df-5216-b35b-7cd7cbf6f88d,4cf22953-53ad-5ac3-af9f-546ef018909d,,,,,,,,,,,,,18.941195852538616,69.61424062739421
5501,TROMSØ,vegadresse,,,62926,Elveslettvegen,58,,18,763,,3.0,,6405933313.0,,Elveslettvegen 58,Elveslettvegen 58,25833,7727787.4,653126.9,9020,TROMSDALEN,55011506,Sollielva,11010201,Tromsøysund,871402272,8261.0,Tromsdalen,15,Reinen,01.01.2024 00:00:00,03.07.2025 05:05:18,6405924647,c7e634d6-ebec-5d5b-a053-c53654bf5f90,9984445c-6b8a-53eb-a640-26f3367f2f12,,,,,,,,,,,,,18.941204946987757,69.61417843504968
